Comment,cleaned_comment,Sentiment
"The Tesla Cybertruck is leaps and bounds different from any other car. For me that’s the biggest appeal. I want something new, deferent and unique. Even if it goes out of being iconic I’ll still like it","tesla, cybertruck, leap, bound, different, car, biggest, appeal, want, something, new, deferent, unique, even, go, iconic, still, like",Positive
thank you i prefer my steering wheel connected,"thank, prefer, steering, wheel, connected",Positive
The truck rendered using an original Playstation.,"truck, rendered, using, original, playstation",Positive
Best MKBHD video I've ever seen!,"best, mkbhd, video, ive, ever, seen",Positive
"I wonder what the crash safety is? Can't be much of a ""crumple zone"". On top of that, I feel like hitting another car would be more akin to hitting it with a weapon than another car. I would not want to get into a crash with one of these in my honda civic. But that is just a feeling","wonder, crash, safety, cant, much, crumple, zone, top, feel, like, hitting, another, car, would, akin, hitting, weapon, another, car, would, want, get, crash, one, honda, civic, feeling",Positive
Imagine how good it could have been if it was more usable for the size of it.,"imagine, good, could, usable, size",Positive
Why did I think he was about to pull out the pow pow,"think, pull, pow, pow",Positive
This was a great review. So well written and paced.,"great, review, well, written, paced",Positive
Honestly some DEI could have prevented this unseasoned truck.,"honestly, dei, could, prevented, unseasoned, truck",Positive
This Review : Overrated or Underrated !,"review, overrated, underrated",Positive
"Ok, so the CT sucking for truck things ""is not a reason not to buy it because people don't use them for truck things""","ok, ct, sucking, truck, thing, reason, buy, people, dont, use, truck, thing",Positive
I'm rating this review a 10/10 ❤‍🔥❤‍🔥,"im, rating, review",Positive
Ive always liked the LOOK of the cybertruck. I mostly dont like the elon musk of the cybertruck.,"ive, always, liked, look, cybertruck, mostly, dont, like, elon, musk, cybertruck",Positive
One of the best comprehensive vids on this truck.,"one, best, comprehensive, vids, truck",Positive
Cant wait for the porsch review,"cant, wait, porsch, review",Positive
"I ordered one back in 2019 when it was released.  I had high hopes.  The production model is overpriced garbage.  Tesla dropped the exoskeleton design and nerfed the rest of the design by skimping on the thickness of the stainless steel and other massive compromises such as shrinking it.  Then they doubled the price.  The people who bought this car initially were futurists.  The people buying the nerfed mini version are just attention seeking douchebags.  It was an easy choice for me to cancel my order.  A futuristic amazing vehicle reduced to a mass market fashion accessory for the ""look at me"" crowd.  No thanks.  The production model is ugly wavy refrigerator grade stainless steel and looks awkward due to the resizing.  Most of them are rusting already and the bed is not even water tight.  It's amazing that Tesla could screw up so badly.  Once the hype runs out on this vehicle like it has already with the Model 3 people will start dumping them.  The model 3 was selling for more used than it was new during the pandemic and now they are at least 1/2 off due to the hype dying.  When the public tires of looking at these rusty things values will plummet.","ordered, one, back, released, high, hope, production, model, overpriced, garbage, tesla, dropped, exoskeleton, design, nerfed, rest, design, skimping, thickness, stainless, steel, massive, compromise, shrinking, doubled, price, people, bought, car, initially, futurist, people, buying, nerfed, mini, version, attention, seeking, douchebags, easy, choice, cancel, order, futuristic, amazing, vehicle, reduced, mass, market, fashion, accessory, look, crowd, thanks, production, model, ugly, wavy, refrigerator, grade, stainless, steel, look, awkward, due, resizing, rusting, already, bed, even, water, tight, amazing, tesla, could, screw, badly, hype, run, vehicle, like, already, model, people, start, dumping, model, selling, used, new, pandemic, least, due, hype, dying, public, tire, looking, rusty, thing, value, plummet",Positive
Nice to see an old Formula 1 tech in a production car - dynamic steering ratio,"nice, see, old, formula, tech, production, car, dynamic, steering, ratio",Positive
"I live in California and I've seen a good handful of these around (my count is 7. maybe I've seen the same truck twice but I saw at least 3 unique ones). you know where I've never seen one? home depot. which is where I work and I see tons of f-150s, Silverados, Tacoma's, ridgelines, even rivians and mach e and that small truck ford makes, but currently nobody who's bought and been given this brand new truck seems to be using it for work. at least in the south bay.","live, california, ive, seen, good, handful, around, count, maybe, ive, seen, truck, twice, saw, least, unique, one, know, ive, never, seen, one, home, depot, work, see, ton, f, silverados, tacoma, ridgeline, even, rivians, mach, e, small, truck, ford, make, currently, nobody, who, bought, given, brand, new, truck, seems, using, work, least, south, bay",Positive
Wish you guys did an overhead shot of the turning radius compared to some other trucks. Great vid,"wish, guy, overhead, shot, turning, radius, compared, truck, great, vid",Positive
Refrigerator-on-wheels is a good one 🤣,"refrigeratoronwheels, good, one",Positive
My only surprise is that Marques hasn’t wrapped his yet.,"surprise, marque, wrapped, yet",Positive
"No people getting giant trucks for only basic daily tasks isn't fine. Big cars are the reason we have to build bigger parking spaces, bigger roads and because other people feel less safe in ""normal"" cars, they get these behimiths as well for as you said: no real point. It's cool that Tesla is going into the gaint truck market and try to electrify it. But they're goal, if they really care about the planet, they should try to get people into smaller cars not bigger ones...","people, getting, giant, truck, basic, daily, task, isnt, fine, big, car, reason, build, bigger, parking, space, bigger, road, people, feel, le, safe, normal, car, get, behimiths, well, said, real, point, cool, tesla, going, gaint, truck, market, try, electrify, theyre, goal, really, care, planet, try, get, people, smaller, car, bigger, one",Positive
"Man, you're a really good presenter. Great video!","man, youre, really, good, presenter, great, video",Positive
The quality here is just so insane. This feels higher quality than most of what I watch on TV. Blows me away that we’ve been getting this kind of content for free for half my life.,"quality, insane, feel, higher, quality, watch, tv, blow, away, getting, kind, content, free, half, life",Positive
The “hand over hand steering” comment about an f150 makes me feel like you don’t ever drive real trucks,"hand, hand, steering, comment, f, make, feel, like, ever, drive, real, truck",Positive
Hmm i dunno..  I wouldn’t consider it iconic until more people get their hands on it.,"hmm, dunno, consider, iconic, people, get, hand",Positive
Is the CyberTruck charging faster with the range extender?? We all know you've had it for 2 weeks.,"cybertruck, charging, faster, range, extender, know, youve, week",Positive
"*first ones to do it on large scale production, Lexus came out with a Japan only car with Steer by wire 5:47","first, one, large, scale, production, lexus, came, japan, car, steer, wire",Positive
I don't think I could own one due to the fact that people will come up to me and I am an introvert!,"dont, think, could, one, due, fact, people, come, introvert",Positive
"That 911 ad is just genius marketing. When you have reviews of the Cybertruck  with a WHOLE section dedicated to comparing it to a 2 door sports car and why its “actually” slightly faster, you know they’ve already won 😂.","ad, genius, marketing, review, cybertruck, whole, section, dedicated, comparing, door, sport, car, actually, slightly, faster, know, already",Positive
While I appreciated “you’ll be fine” in an accident what happens to other vehicles?,"appreciated, fine, accident, happens, vehicle",Positive
Lol. Nobody behaves like that in Vegas when they see a fridge on Wheels.,"lol, nobody, behaves, like, vega, see, fridge, wheel",Positive
Get out of the passing lane!,"get, passing, lane",Positive
One of the best Productions MKBHD has ever done 👏👏,"one, best, production, mkbhd, ever, done",Positive
Ngtl Tesla is great,"ngtl, tesla, great",Positive
"It's definitely iconic ""now"".  Question is will it still be ""cool"" after 5 yrs.","definitely, iconic, question, still, cool, yr",Positive
I'm glad you spoke about towing and offroading. I'm so tired of seeing Cybertruck towing vs xyz or off road vs abc. Many are probably like me who never sat in a pickup or drove one before. Cybertruck is a different class of vehicle. It's a large stainless hard freakin steel sedan that is the safest in the world. I would love to see Cybertruck collision vs other manufacturers go head to head and T-bone each other.,"im, glad, spoke, towing, offroading, im, tired, seeing, cybertruck, towing, v, xyz, road, v, abc, many, probably, like, never, sat, pickup, drove, one, cybertruck, different, class, vehicle, large, stainless, hard, freakin, steel, sedan, safest, world, would, love, see, cybertruck, collision, v, manufacturer, go, head, head, tbone",Positive
This guy reviewing vehicles' is such a joke,"guy, reviewing, vehicle, joke",Positive
Cybertruck is the world's first S-tier celebrity.,"cybertruck, world, first, stier, celebrity",Positive
I see a PT cruiser and I just think of a sport hurse.,"see, pt, cruiser, think, sport, hurse",Positive
Okay but one thing about the PT Cruiser is that in marketing materials it looked AWESOME and GIANT but than IRL it looked like.. well how it actually looked…,"okay, one, thing, pt, cruiser, marketing, material, looked, awesome, giant, irl, looked, like, well, actually, looked",Positive
You can say whatever you want... it is FUGLY,"say, whatever, want, fugly",Positive
It's over hyped. Other things regular car,"hyped, thing, regular, car",Positive
"Also, if it’s currently at its iPhone 1 stage, what is it going to look like at the iPhone 16 stage?","also, currently, iphone, stage, going, look, like, iphone, stage",Positive
"Hahaha, based on the vinyl and the location, just the other day I saw that truck that went off the road and had to be saved! 😂","hahaha, based, vinyl, location, day, saw, truck, went, road, saved",Positive
The production of the video is amazing i guess this is why he’s the best the transition from the tesla to the Porsche couldn’t even tell they were at a race track & aerial shot 👌👌,"production, video, amazing, guess, best, transition, tesla, porsche, even, tell, race, track, aerial, shot",Positive
I'm the first in Germany to get it!✌️,"im, first, germany, get, it",Positive
It's disappointing that they lie about the speed just to look good. Reminds me of a certain former president.,"disappointing, lie, speed, look, good, reminds, certain, former, president",Positive
"""the most ex-girlfriend motor vehicle ever made"". who would've thought musk would need this.","exgirlfriend, motor, vehicle, ever, made, wouldve, thought, musk, would, need",Positive
"This is video review is WAY much better than the Doug Demuro video which made me fall asleep. 
The quality, video and audio quality, it shows that the budget behind the work behind this video. Truly shows. 

Kudos! More like this please.","video, review, way, much, better, doug, demuro, video, made, fall, asleep, quality, video, audio, quality, show, budget, behind, work, behind, video, truly, show, kudos, like, please",Positive
0:52 jeeez chill out 😂,"jeeez, chill",Positive
The VW beetle was iconic and sold millions. The CyberTruck will be like that.,"vw, beetle, iconic, sold, million, cybertruck, like",Positive
Imagine needing a gender-affirming vehicle choice...,"imagine, needing, genderaffirming, vehicle, choice",Positive
You are incorrect the first car with steer by wire is the Lexus RZ,"incorrect, first, car, steer, wire, lexus, rz",Positive
What’s ct1?,ct,Positive
It's iconic like Super Mario Bros. 3 for the NES is iconic.  Unobtainable for awhile but launched a legend.  Cybertruck will evolve and get even better with each new design.,"iconic, like, super, mario, bros, ne, iconic, unobtainable, awhile, launched, legend, cybertruck, evolve, get, even, better, new, design",Positive
I thought Toyota made a steer by wired car first,"thought, toyota, made, steer, wired, car, first",Positive
,,Positive
7:12 Jerry Rigg everything did a video on it shooting it with a bunch of different guns😂,"jerry, rigg, everything, video, shooting, bunch, different, guns",Positive
Finally!,finally,Positive
Always has been,always,Positive
"I just witnessed a Cyber truck pulling a 25-ft Airstream, from CA-TX.","witnessed, cyber, truck, pulling, ft, airstream, catx",Positive
Been in auto industry for 25 years and cybertruck is my favorite vehicle in that timeframe.,"auto, industry, year, cybertruck, favorite, vehicle, timeframe",Positive
Today I saw a Cybertruck randomly when I was taking a turn,"today, saw, cybertruck, randomly, taking, turn",Positive
Miles Congrats.,"mile, congrats",Positive
This was a cinematic masterpiece,"cinematic, masterpiece",Positive
is BYD a good brand??,"byd, good, brand",Positive
"It's either going to be the funny big car on the road that struggles in easy truck situations, our viewed as the stylish modern status symbol truck, despite not being luxury or more expensive.","either, going, funny, big, car, road, struggle, easy, truck, situation, viewed, stylish, modern, status, symbol, truck, despite, luxury, expensive",Positive
"It’s amazing that the absolute first thing everyone does now, whenever they see something different, is immediately get their phone out to take a photo/video. To what end; to prove they saw it? To look back on it themselves? To show as many other people as possible? They put more effort into recording the moment than actually experiencing the moment. It’s a sad state of affairs.","amazing, absolute, first, thing, everyone, whenever, see, something, different, immediately, get, phone, take, photovideo, end, prove, saw, look, back, show, many, people, possible, put, effort, recording, moment, actually, experiencing, moment, sad, state, affair",Positive
Hydrogen > Electric.,"hydrogen, electric",Positive
Really love it❤❤❤,"really, love, it",Positive
"The first generation Prius probably had a similar arc. Celebrities used them, then eventually the average person did.","first, generation, prius, probably, similar, arc, celebrity, used, eventually, average, person",Positive
"Whenever you have the opportunity to get half the utility for double the price, you must jump on it.","whenever, opportunity, get, half, utility, double, price, must, jump",Positive
"Its iconic, but more iconic in the sense of something like a fiat multipla.","iconic, iconic, sense, something, like, fiat, multipla",Positive
I am waiting for the solar roof option so that when the power goes down I can charge the truck to get to places without range fears.,"waiting, solar, roof, option, power, go, charge, truck, get, place, without, range, fear",Positive
"An iconic, metallic, angular design that's then mass produced and commoditized. Reminds me of the Motorola RAZR.","iconic, metallic, angular, design, thats, mass, produced, commoditized, reminds, motorola, razr",Positive
I like it but I feel like the conclusion should like so i think it’s good or I think that if you want to get one it’s not a peice of crap just monologueing at the end isn’t the way imo,"like, feel, like, conclusion, like, think, good, think, want, get, one, peice, crap, monologueing, end, way, imo",Positive
PT cruisers? Volkswagen beetle is a better comparison to an iconic design. The beetle was eventually the best selling car for decades. Cybertruck will be the best selling vehicle in the near future.,"pt, cruiser, volkswagen, beetle, better, comparison, iconic, design, beetle, eventually, best, selling, car, decade, cybertruck, best, selling, vehicle, near, future",Positive
I won’t lie this is one of the first videos I have seen from you where you clearly dance around certain topics barely touching them then others going all in on. Confirmation bias or advertising idk but either way it’s not good!,"lie, one, first, video, seen, clearly, dance, around, certain, topic, barely, touching, others, going, confirmation, bias, advertising, idk, either, way, good",Positive
I'm in the video!!! Lmfao I didn't know that was you in the Cybertruck 😩 I just thought it was some celebrity or Tesla worker driving it around. I didn't know you were in Kearny. I thought you were in California like all the big YTers.,"im, video, lmfao, didnt, know, cybertruck, thought, celebrity, tesla, worker, driving, around, didnt, know, kearny, thought, california, like, big, yters",Positive
It always astonishes me how big American cars are...,"always, astonishes, big, american, car",Positive
Tesla=Overrated,teslaoverrated,Positive
"I feel I should watch this at a movie theater. Insane production value. Might be your best one yet. 

That drag race section was insane.","feel, watch, movie, theater, insane, production, value, might, best, one, yet, drag, race, section, insane",Positive
Steer by wire is something Tesla should have done with the first yoke steering wheel otherwise it didnt made any sense...,"steer, wire, something, tesla, done, first, yoke, steering, wheel, otherwise, didnt, made, sense",Positive
Who has seen the cybertruck?,"seen, cybertruck",Positive
That 15:03 drone shot is SO DOPEE,"drone, shot, dopee",Positive
The production on this was next level man! Huge props to you and the whole team!,"production, next, level, man, huge, prop, whole, team",Positive
you’ll be fine if someone hits you but not the other way around,"fine, someone, hit, way, around",Positive
1:49 there is indeed a very noticeable curve on the frontmost piece of stainless steel,"indeed, noticeable, curve, frontmost, piece, stainless, steel",Positive
Definitely not iconic. More like not seen as in never seen. I've only seen one in person and it was in California not in the state I live in. Definitely NOT iconic.,"definitely, iconic, like, seen, never, seen, ive, seen, one, person, california, state, live, definitely, iconic",Positive
IIRC the standard range f150 lightning is lighter than the cybertruck!,"iirc, standard, range, f, lightning, lighter, cybertruck",Positive
The scene composition in the final part of the video is absolutely amazing,"scene, composition, final, part, video, absolutely, amazing",Positive
Think about the slug bug. It was also mass produced yet unique enough to be iconic.,"think, slug, bug, also, mass, produced, yet, unique, enough, iconic",Positive
Crappiest “truck” ever produced. Nothing else needs to be said really.,"crappiest, truck, ever, produced, nothing, else, need, said, really",Positive
Next time get a Tesla test driver behind the wheel of the cyber truck before making these claims,"next, time, get, tesla, test, driver, behind, wheel, cyber, truck, making, claim",Positive
Shilling for the neo nazi? Good job.,"shilling, neo, nazi, good, job",Positive
"I finally saw my first cybertruck when I was driving thru Orlando last week, the size of that thing surprised me so much I actually laughed too much and swerved a little","finally, saw, first, cybertruck, driving, thru, orlando, last, week, size, thing, surprised, much, actually, laughed, much, swerved, little",Positive
i saw one on the road the other day. I didn’t like it when i first saw it… but after seeing it compared to other cars on the roads. I now want one 😭,"saw, one, road, day, like, first, saw, it, seeing, compared, car, road, want, one",Positive
Maybe I haven't been paying attention but when did the channel change names???,"maybe, havent, paying, attention, channel, change, name",Positive
This just turned into a flex channel like linus but less subtle.,"turned, flex, channel, like, linus, le, subtle",Positive
I know  a video is sponsored when  I see one,"know, video, sponsored, see, one",Positive
Unrendered De lorean wannabe capitalistic garbage,"unrendered, de, lorean, wannabe, capitalistic, garbage",Positive
"""This thing really sucks at being a truck, but hardly anyone uses trucks to their fullest"" is the weirdest fan rational that I think I've every heard. lol","thing, really, suck, truck, hardly, anyone, us, truck, fullest, weirdest, fan, rational, think, ive, every, heard, lol",Positive
"Not iconic, just hyped up.","iconic, hyped",Positive
The better comparison for the Cybertruck is to the Hummer H2.,"better, comparison, cybertruck, hummer, h",Positive
"You have tesla stock, noted. Now go back to phones","tesla, stock, noted, go, back, phone",Positive
What a Gigachat review.,"gigachat, review",Positive
that was an absolutely amazing and honest and fair review. Thanks,"absolutely, amazing, honest, fair, review, thanks",Positive
VW bug is iconic; rareness is only one of many criteria for deciding a man-made thing is worthy of veneration.,"vw, bug, iconic, rareness, one, many, criterion, deciding, manmade, thing, worthy, veneration",Positive
Cyber 1................ 0😊,cyber,Positive
Wrap the cyber truck matte black,"wrap, cyber, truck, matte, black",Positive
Can you please wrap the cybertruck to matte black ?? It would look sooooo much better,"please, wrap, cybertruck, matte, black, would, look, sooooo, much, better",Positive
Overrated,overrated,Positive
"Who cares about iconic when car is literally BETA, from software to physical execution.","care, iconic, car, literally, beta, software, physical, execution",Positive
These things are so fuggen goofy LMAO,"thing, fuggen, goofy, lmao",Positive
"Let's say it correctly.
The Cybertruck beats every Porsche in a 1/8 mile race and at 1/4 mile, except for the 911 Turbo S that costs twice+.","let, say, correctly, cybertruck, beat, every, porsche, mile, race, mile, except, turbo, cost, twice",Positive
The social bubbles on the web are real. Lots of people are locked into place by algo's. Some bubbles have no Tesla.,"social, bubble, web, real, lot, people, locked, place, algos, bubble, tesla",Positive
Steer by wire sounds wild to me,"steer, wire, sound, wild",Positive
"26:25 “Iconic” PT Cruiser. You are not old enough to remember the PT Cruiser, and you find the PT Cruiser to be a weird shape,but, in fact the PT Cruiser was an homage to iconic California Hot Rods and the shape was an instant recall for people a bit older than you.
Beach Boys: 409, Little Deuce Coupe. ZZ Top: Eliminator
Gene Winfield: 1933 Ford Model T,","iconic, pt, cruiser, old, enough, remember, pt, cruiser, find, pt, cruiser, weird, shapebut, fact, pt, cruiser, homage, iconic, california, hot, rod, shape, instant, recall, people, bit, older, beach, boy, little, deuce, coupe, zz, top, eliminator, gene, winfield, ford, model",Positive
"I do not want a CyberTruck, I'm a Land Cruiser guy, but I do find it interesting.","want, cybertruck, im, land, cruiser, guy, find, interesting",Positive
"This was anything but a review. Well produced video showcasing some brochure points and some of the talking points on this truck, but glosses over or doesn’t go into most of the things a review would go in depth on. This is an opinion piece at best.","anything, review, well, produced, video, showcasing, brochure, point, talking, point, truck, gloss, go, thing, review, would, go, depth, opinion, piece, best",Positive
I see you driving past the Jersey City iHop!!,"see, driving, past, jersey, city, ihop",Positive
Put a sack on the back end,"put, sack, back, end",Positive
"I'm just gonna say it. Marques is the best YouTuber period.  From quality to script, to style to humor, etc etc. You might say... iconic ?","im, gon, na, say, marque, best, youtuber, period, quality, script, style, humor, etc, etc, might, say, iconic",Positive
What happens if it hits a pedestrian?,"happens, hit, pedestrian",Positive
"Honestly Marques, I am extremely disappointed. This video doesn’t feel genuine and objective. No criticism, no mention of rust, downplaying other issues with the vehicle. In comparison to your Fisker review it is a joke really. I always appreciated the content you and your team produce for its fairness and objectivity. This however feels like you’re trying to make daddy Elon happy or at the very least not make him angry (because we all know he would be if you dared to even mention the word rust even once). I can’t be the only one who feels this way. 

How can I trust your other videos aren’t biased because of personal relations or dependence from the good will of other influential people?","honestly, marque, extremely, disappointed, video, feel, genuine, objective, criticism, mention, rust, downplaying, issue, vehicle, comparison, fisker, review, joke, really, always, appreciated, content, team, produce, fairness, objectivity, however, feel, like, trying, make, daddy, elon, happy, least, make, angry, know, would, dared, even, mention, word, rust, even, one, feel, way, trust, video, biased, personal, relation, dependence, good, influential, people",Positive
The front door is very discolored compared to the rest of the truck. Almost like it's not the original door. I don't like that at all. Despite that I love the Cyber Truck.,"front, door, discolored, compared, rest, truck, almost, like, original, door, dont, like, despite, love, cyber, truck",Positive
Joy to disgust ratio lol. Love it!,"joy, disgust, ratio, lol, love",Positive
You gotta love that Porsche 911 flex!! Congrats on the new car!,"got, ta, love, porsche, flex, congrats, new, car",Positive
Hahaha yes! As soon as I saw the billboards I knew you were at Island Dragway. That's awesome that you brought both of your cars there to race them 🤙🏻🤙🏻,"hahaha, yes, soon, saw, billboard, knew, island, dragway, thats, awesome, brought, car, race",Positive
Amazing,amazing,Positive
"I sure hope the popularity of the Cybertruck pushes the automotive industry towards experimental designs, abandoning the current corporate design language most cars and SUVs have followed for the last decade or two. The Ioniq5 was a good start, hopefully other brands are already working on the next creative-functional, or retro-futuristic design or something.","sure, hope, popularity, cybertruck, push, automotive, industry, towards, experimental, design, abandoning, current, corporate, design, language, car, suv, followed, last, decade, two, ioniq, good, start, hopefully, brand, already, working, next, creativefunctional, retrofuturistic, design, something",Positive
"Probably against the law to make a rear-view mirror ""a digital screen""....you don't want to get in a wreck cuz your mirror didn't work...LOL.","probably, law, make, rearview, mirror, digital, screenyou, dont, want, get, wreck, cuz, mirror, didnt, worklol",Positive
"Excellent video MKBHD team. If not for the awful person Elon has become (and the insane price hike since being announced), I was hoping to get one of these later in its production run. I feel like this is the last time tech 'tubers are going to be able to dance around the elephant in the room that is Musk with future products.","excellent, video, mkbhd, team, awful, person, elon, become, insane, price, hike, since, announced, hoping, get, one, later, production, run, feel, like, last, time, tech, tuber, going, able, dance, around, elephant, room, musk, future, product",Positive
afaik lexus did a steer-by-wire yoke in the rz before tesla did,"afaik, lexus, steerbywire, yoke, rz, tesla",Positive
Marques is the kind of guy to review the same truck in three different videos,"marque, kind, guy, review, truck, three, different, video",Positive
no curves and they manged to have panel gaps,"curve, manged, panel, gap",Positive
"Any American truck on the road is not safe for people, I know, but I feel like Marques is lacking a lot of coverage in that aspect, from the super small turn lights to the weight and visibility. It should be talked about.","american, truck, road, safe, people, know, feel, like, marque, lacking, lot, coverage, aspect, super, small, turn, light, weight, visibility, talked",Positive
Best intro ever,"best, intro, ever",Positive
"When the costs ""Eventually"" come down, Elon's Martian ambitions will suck up any additional income from the Cybertruck. I like, despite it's flaws. If only they had stuck with normal construction techniques and materials, it would have been here years ago, and might even be cheaper.","cost, eventually, come, elons, martian, ambition, suck, additional, income, cybertruck, like, despite, flaw, stuck, normal, construction, technique, material, would, year, ago, might, even, cheaper",Positive
“You wouldn’t download a car” .. checkmate anti-piracy ads,"download, car, checkmate, antipiracy, ad",Positive
this video was exceptionally well done,"video, exceptionally, well, done",Positive
"Five or six years ago while driving across the USA, we happened to see the OscarMayer Weinermobile driving east on I-80. And it was a LOT more interesting and a LOT more dignified than the Tesla Cybertruck. 😄","five, six, year, ago, driving, across, usa, happened, see, oscarmayer, weinermobile, driving, east, lot, interesting, lot, dignified, tesla, cybertruck",Positive
I just want an electric El Camino pls,"want, electric, el, camino, pls",Positive
25:19 It's funny because I had never seen a Bugatti in my life until one day I saw a dozen Bugatti Chirons and a Divo parked on the street in Pasadena CA.,"funny, never, seen, bugatti, life, one, day, saw, dozen, bugatti, chiron, divo, parked, street, pasadena, ca",Positive
Looking forward for a new test of FSD,"looking, forward, new, test, fsd",Positive
Thank you for bringing up how people are using trucks because trucks have crossed over into suvs for most people.,"thank, bringing, people, using, truck, truck, crossed, suv, people",Positive
"4:50 Tesla is not the first to ship a car with steer by wire, Lexus did it two years ago with the RZ","tesla, first, ship, car, steer, wire, lexus, two, year, ago, rz",Positive
"What an amazing review, just your opinion which is very authentic. You are very accurate in the understanding of what the product is and what Tesla is. Cheers from someone who is a very early shareholder and total car geek of all cars since 1991 😎❤ Amsterdam","amazing, review, opinion, authentic, accurate, understanding, product, tesla, cheer, someone, early, shareholder, total, car, geek, car, since, amsterdam",Positive
Tesla will always be in the main channel.,"tesla, always, main, channel",Positive
"the video production & the editing, ICONIC","video, production, editing, iconic",Positive
Porsche owners making Porsche like excuses for being beaten by a TRUCK,"porsche, owner, making, porsche, like, excuse, beaten, truck",Positive
0:40 yeah these guys seem to be loving it 😭😂😂,"yeah, guy, seem, loving",Positive
"I love how the cybertruck doesn’t exist because it’s trying to reach a market, but simply exists because Elon just wants it too, and let the market figure it out","love, cybertruck, exist, trying, reach, market, simply, exists, elon, want, let, market, figure",Positive
I like it,like,Positive
"Owning a truck is like EV mileage.  Got to have a truck, just in case you need to move your furniture.","owning, truck, like, ev, mileage, got, truck, case, need, move, furniture",Positive
Cyber truck is the new status symbol like the G63. There are many G63’s and that comes hand in hand with status and that’s the longevity of the cyber truck 🤙🏼 (great video 🔥),"cyber, truck, new, status, symbol, like, g, many, g, come, hand, hand, status, longevity, cyber, truck, great, video",Positive
"I think it's too small, should be a bit longer and wider","think, small, bit, longer, wider",Positive
"MB, a question that so far no one has answered about the wired steering system. The system digitally adjusts movements according to the environment you are in, so in an emergency, for example a car brakes on a highway, you will swerve. Does this adjustment of the system not remove an important autonomous reaction that would be your muscle memory? Because if there is a constant, like a normal or even electric steering that doesn't adjust, you know how to calculate when you need to turn without losing control. Since you will never make this movement at high speed to ""learn"" how to turn without losing control, isn't that a safety disadvantage?","mb, question, far, one, answered, wired, steering, system, system, digitally, adjusts, movement, according, environment, emergency, example, car, brake, highway, swerve, adjustment, system, remove, important, autonomous, reaction, would, muscle, memory, constant, like, normal, even, electric, steering, doesnt, adjust, know, calculate, need, turn, without, losing, control, since, never, make, movement, high, speed, learn, turn, without, losing, control, isnt, safety, disadvantage",Positive
I want this truck so I can use it to FORM VOLTRON !!,"want, truck, use, form, voltron",Positive
Elite intro,"elite, intro",Positive
video paid by tesla every intelligent human know the tesla truck sucks,"video, paid, tesla, every, intelligent, human, know, tesla, truck, suck",Positive
"With all the sharp edges,  i wonder how much the insurance is monthly.","sharp, edge, wonder, much, insurance, monthly",Positive
Mexican cartel buys out Tesla’s entire stock,"mexican, cartel, buy, tesla, entire, stock",Positive
This will be the vehicle used as the Time Machine for Back to the Future 4 .,"vehicle, used, time, machine, back, future",Positive
Not MKBHD trying to take Jason Cammisa’s series title from him 😮,"mkbhd, trying, take, jason, cammisa, series, title",Positive
It’s Ironman face just crunched,"ironman, face, crunched",Positive
Incredible 👏🏻,incredible,Positive
That cut at 10:05 of you driving between two semis is beautifully matched with the voice over. Thank you for that lovely attention to detail!,"cut, driving, two, semi, beautifully, matched, voice, thank, lovely, attention, detail",Positive
Imagine going on the highway... and seeing an unrendered car. 💀,"imagine, going, highway, seeing, unrendered, car",Positive
This car is actually from 2024 30 years ago 😂,"car, actually, year, ago",Positive
"In Tesla's video of the Cybertruck beating a 911, I think they used a base model 911, not a Turbo S. Although very impressive, I think Tesla should've given the Cybertruck the 1,020 hp Plaid powertrain rather than an 845 hp induction motor powertrain.","tesla, video, cybertruck, beating, think, used, base, model, turbo, although, impressive, think, tesla, shouldve, given, cybertruck, hp, plaid, powertrain, rather, hp, induction, motor, powertrain",Positive
"Iconic is a very kind way of putting it. Infamous or notorious feels more apt. Iconic implies the attention it gets is positive, when that is far from the case.","iconic, kind, way, putting, infamous, notorious, feel, apt, iconic, implies, attention, get, positive, far, case",Positive
"I wonder if you own one here in the Philippines 🇵🇭, I am pretty sure that car owner will be invited in all car show events. 😆","wonder, one, philippine, pretty, sure, car, owner, invited, car, show, event",Positive
Still waiting on that 911 turbo s revisit,"still, waiting, turbo, revisit",Positive
My man just dropped 27 minute video🗿,"man, dropped, minute, video",Positive
"Lexus RZ450e is drive by wire and a Infiniti Q50 from 10 years old was drive by wire, but only really new thing is both the Lexus and Cybertruck have no standard backup shaft to the front end.","lexus, rze, drive, wire, infiniti, q, year, old, drive, wire, really, new, thing, lexus, cybertruck, standard, backup, shaft, front, end",Positive
Look up Adam Something's review of the Cybertruck. :D,"look, adam, somethings, review, cybertruck",Positive
this intro ATE!! even though we're fasting,"intro, ate, even, though, fasting",Positive
"Amazingly thoughtful summation of the Cybertruck.  I love and I  would by a Tesla, but extreme minimalism keeps my wallet closed.  Still, they make the overall best E.V.....  for now.  Thanks for another great review.","amazingly, thoughtful, summation, cybertruck, love, would, tesla, extreme, minimalism, keep, wallet, closed, still, make, overall, best, ev, thanks, another, great, review",Positive
"The cybertruck is a work of art, a masterpiece and drop dead gorgeous from any angle you look at it. Compared to anything else out there on the streets it makes everything look outdated, old and ugly. I have a Porsche 911 and the more I look at the cyber truck the uglier and more like a frog my Porsche starts to look. This truck is absolutely a true beauty.","cybertruck, work, art, masterpiece, drop, dead, gorgeous, angle, look, compared, anything, else, street, make, everything, look, outdated, old, ugly, porsche, look, cyber, truck, uglier, like, frog, porsche, start, look, truck, absolutely, true, beauty",Positive
